[Init]
Trap: 31 Rabbit: 518 Fox: 171 
Trap: 30 Rabbit: 565 Fox: 232 
Trap: 26 Rabbit: 593 Fox: 296 
Trap: 25 Rabbit: 619 Fox: 334 
Trap: 21 Rabbit: 628 Fox: 389 
Trap: 18 Rabbit: 679 Fox: 445 
Trap: 16 Rabbit: 713 Fox: 486 
Trap: 14 Rabbit: 738 Fox: 474 
Trap: 12 Rabbit: 760 Fox: 479 
Trap: 9 Rabbit: 772 Fox: 462 
Trap: 8 Rabbit: 765 Fox: 461 
Trap: 7 Rabbit: 755 Fox: 474 
Trap: 5 Rabbit: 773 Fox: 489 
Trap: 4 Rabbit: 748 Fox: 530 
Trap: 4 Rabbit: 727 Fox: 583 
Trap: 4 Rabbit: 701 Fox: 629 
Trap: 3 Rabbit: 640 Fox: 662 
Trap: 2 Rabbit: 580 Fox: 705 
Trap: 2 Rabbit: 534 Fox: 727 
Trap: 2 Rabbit: 482 Fox: 738 
Trap: 1 Rabbit: 447 Fox: 704 
Trap: 1 Rabbit: 426 Fox: 700 
Trap: 1 Rabbit: 397 Fox: 711 
Trap: 1 Rabbit: 356 Fox: 698 
Trap: 1 Rabbit: 327 Fox: 674 
Trap: 1 Rabbit: 288 Fox: 672 
Trap: 1 Rabbit: 256 Fox: 647 
Trap: 1 Rabbit: 249 Fox: 649 
Trap: 1 Rabbit: 230 Fox: 627 
Trap: 1 Rabbit: 207 Fox: 588 
Trap: 1 Rabbit: 185 Fox: 547 
Trap: 1 Rabbit: 176 Fox: 505 
Trap: 1 Rabbit: 191 Fox: 475 
Trap: 1 Rabbit: 168 Fox: 464 
Trap: 1 Rabbit: 164 Fox: 420 
Trap: 1 Rabbit: 155 Fox: 409 
Trap: 1 Rabbit: 139 Fox: 374 
Trap: 1 Rabbit: 122 Fox: 339 
Trap: 1 Rabbit: 116 Fox: 319 
Trap: 1 Rabbit: 120 Fox: 301 
Trap: 0 Rabbit: 122 Fox: 236 
Trap: 0 Rabbit: 124 Fox: 229 
Trap: 0 Rabbit: 129 Fox: 204 
Trap: 0 Rabbit: 164 Fox: 183 
Trap: 0 Rabbit: 174 Fox: 174 
Trap: 0 Rabbit: 184 Fox: 165 
Trap: 0 Rabbit: 201 Fox: 155 
Trap: 0 Rabbit: 222 Fox: 160 
Trap: 0 Rabbit: 231 Fox: 138 
Trap: 0 Rabbit: 253 Fox: 118 
Trap: 0 Rabbit: 277 Fox: 130 
Trap: 0 Rabbit: 309 Fox: 118 
Trap: 0 Rabbit: 341 Fox: 106 
Trap: 0 Rabbit: 360 Fox: 101 
Trap: 0 Rabbit: 380 Fox: 95 
Trap: 0 Rabbit: 397 Fox: 97 
Trap: 0 Rabbit: 410 Fox: 104 
Trap: 0 Rabbit: 443 Fox: 111 
Trap: 0 Rabbit: 444 Fox: 109 
Trap: 0 Rabbit: 472 Fox: 115 
Trap: 0 Rabbit: 499 Fox: 119 
Trap: 0 Rabbit: 528 Fox: 123 
Trap: 0 Rabbit: 585 Fox: 128 
Trap: 0 Rabbit: 629 Fox: 140 
Trap: 0 Rabbit: 678 Fox: 153 
Trap: 0 Rabbit: 695 Fox: 155 
Trap: 0 Rabbit: 709 Fox: 163 
Trap: 0 Rabbit: 738 Fox: 165 
Trap: 0 Rabbit: 802 Fox: 174 
Trap: 0 Rabbit: 880 Fox: 166 
Trap: 0 Rabbit: 922 Fox: 156 
Trap: 0 Rabbit: 972 Fox: 141 
Trap: 0 Rabbit: 1023 Fox: 141 
Trap: 0 Rabbit: 1055 Fox: 147 
Trap: 0 Rabbit: 1080 Fox: 164 
Trap: 0 Rabbit: 1110 Fox: 202 
Trap: 0 Rabbit: 1148 Fox: 213 
Trap: 0 Rabbit: 1216 Fox: 217 
Trap: 0 Rabbit: 1244 Fox: 230 
Trap: 0 Rabbit: 1295 Fox: 248 
Trap: 0 Rabbit: 1320 Fox: 272 
Trap: 0 Rabbit: 1371 Fox: 269 
Trap: 0 Rabbit: 1402 Fox: 256 
Trap: 0 Rabbit: 1449 Fox: 269 
Trap: 0 Rabbit: 1482 Fox: 292 
Trap: 0 Rabbit: 1522 Fox: 306 
Trap: 0 Rabbit: 1539 Fox: 338 
Trap: 0 Rabbit: 1584 Fox: 328 
Trap: 0 Rabbit: 1593 Fox: 340 
Trap: 0 Rabbit: 1644 Fox: 357 
Trap: 0 Rabbit: 1655 Fox: 373 
Trap: 0 Rabbit: 1647 Fox: 374 
Trap: 0 Rabbit: 1655 Fox: 395 
Trap: 0 Rabbit: 1662 Fox: 381 
Trap: 0 Rabbit: 1698 Fox: 430 
Trap: 0 Rabbit: 1723 Fox: 465 
Trap: 0 Rabbit: 1725 Fox: 462 
Trap: 0 Rabbit: 1714 Fox: 478 
Trap: 0 Rabbit: 1691 Fox: 503 
Trap: 0 Rabbit: 1667 Fox: 537 
Trap: 0 Rabbit: 1644 Fox: 554 
Trap: 0 Rabbit: 1635 Fox: 556 
Trap: 0 Rabbit: 1608 Fox: 555 
Trap: 0 Rabbit: 1562 Fox: 616 
Trap: 0 Rabbit: 1502 Fox: 620 
Trap: 0 Rabbit: 1454 Fox: 657 
Trap: 0 Rabbit: 1382 Fox: 677 
Trap: 0 Rabbit: 1287 Fox: 690 
Trap: 0 Rabbit: 1239 Fox: 715 
Trap: 0 Rabbit: 1140 Fox: 723 
Trap: 0 Rabbit: 1057 Fox: 744 
Trap: 0 Rabbit: 989 Fox: 717 
Trap: 0 Rabbit: 900 Fox: 702 
Trap: 0 Rabbit: 804 Fox: 664 
Trap: 0 Rabbit: 710 Fox: 657 
Trap: 0 Rabbit: 637 Fox: 660 
